,element,pos_prob,pri_prob
0,"(8, 9, 7, 5)",0.0,0.00153182154384
1,"(2, 6, 3, 7)",0.00156494522692,2.59396374261e-07
2,"(2, 6, 3, 1)",0.00156494522692,2.59396374261e-07
3,"(8, 2, 6, 5)",0.0,1.23082812142e-05
4,"(2, 9, 6, 5)",0.0,6.58467719279e-07
5,"(1, 8, 7, 2)",0.0,0.000146783882579
6,"(8, 2, 6, 3)",0.00493872324858,6.58467719279e-07
7,"(5, 8, 6, 1)",0.0,0.000372605240394
8,"(9, 6, 7, 3)",0.000198373338623,1.06640731641e-06
9,"(1, 8, 3, 5)",0.0,0.00153182154384
10,"(8, 7, 6, 1)",0.038961038961,0.000146783882579
11,"(3, 1, 9, 6)",0.0,1.06640731641e-06
12,"(9, 7, 3, 1)",0.000198373338623,3.22830578512e-05
13,"(9, 6, 7, 5)",0.0,1.99336136836e-05
14,"(3, 6, 8, 7)",0.0,1.99336136836e-05
15,"(9, 8, 6, 2)",0.0,6.58467719279e-07
16,"(3, 2, 6, 1)",0.0,2.59396374261e-07
17,"(9, 2, 6, 7)",0.00156494522692,2.59396374261e-07
18,"(8, 2, 9, 5)",0.0,5.06007116584e-05
19,"(1, 9, 3, 2)",0.000198373338623,1.06640731641e-06
20,"(3, 2, 6, 7)",0.0,2.59396374261e-07
21,"(3, 8, 5, 7)",0.0,0.00153182154384
22,"(5, 1, 3, 2)",0.00493872324858,1.99336136836e-05
23,"(2, 8, 3, 1)",0.0,1.99336136836e-05
24,"(2, 6, 8, 7)",0.038961038961,4.84871684196e-06
25,"(2, 9, 7, 5)",0.0,1.99336136836e-05
26,"(1, 2, 7, 5)",0.0,0.000146783882579
27,"(2, 8, 3, 7)",0.0,1.99336136836e-05
28,"(3, 9, 5, 2)",0.0,2.70703395703e-06
29,"(2, 1, 3, 5)",0.0,1.99336136836e-05
30,"(1, 7, 6, 2)",0.0123456790123,1.91010057411e-06
31,"(1, 7, 3, 5)",0.0,0.000603444850604
32,"(9, 1, 7, 2)",0.00156494522692,7.85263569354e-06
33,"(8, 2, 6, 7)",0.038961038961,4.84871684196e-06
34,"(1, 9, 6, 5)",0.0,1.99336136836e-05
35,"(1, 2, 6, 3)",0.00156494522692,2.59396374261e-07
36,"(8, 1, 9, 7)",0.0,0.000603444850604
37,"(5, 8, 7, 3)",0.0,0.00153182154384
38,"(8, 1, 5, 6)",0.122954967111,0.000372605240394
39,"(1, 9, 6, 3)",0.000198373338623,1.06640731641e-06
40,"(5, 2, 7, 6)",0.038961038961,4.84871684196e-06
41,"(3, 1, 8, 2)",0.0,1.99336136836e-05
42,"(3, 2, 7, 5)",0.0,1.99336136836e-05
43,"(1, 2, 9, 5)",0.0,1.99336136836e-05
44,"(2, 7, 5, 1)",0.038961038961,0.000146783882579
45,"(8, 6, 3, 5)",0.0,5.06007116584e-05
46,"(3, 8, 9, 2)",0.0,2.70703395703e-06
47,"(1, 8, 9, 2)",0.0,1.99336136836e-05
48,"(2, 1, 7, 6)",0.0123456790123,1.91010057411e-06
49,"(1, 2, 9, 7)",0.0,7.85263569354e-06
50,"(8, 9, 3, 6)",0.00062603534137,2.70703395703e-06
51,"(3, 7, 9, 6)",0.0,1.06640731641e-06
52,"(8, 9, 5, 7)",0.0155858409014,0.00153182154384
53,"(3, 2, 8, 5)",0.0,5.06007116584e-05
54,"(1, 9, 5, 2)",0.00493872324858,1.99336136836e-05
55,"(5, 1, 6, 3)",0.00493872324858,1.99336136836e-05
56,"(1, 6, 9, 2)",0.0,2.59396374261e-07
57,"(5, 1, 9, 7)",0.0,0.000603444850604
58,"(1, 7, 5, 2)",0.038961038961,0.000146783882579
59,"(9, 6, 5, 1)",0.00493872324858,1.99336136836e-05
60,"(2, 6, 9, 5)",0.0,6.58467719279e-07
61,"(3, 7, 5, 1)",0.0,0.000603444850604
62,"(9, 6, 5, 7)",0.00493872324858,1.99336136836e-05
63,"(8, 7, 9, 3)",0.0,8.19493006993e-05
64,"(3, 8, 7, 2)",0.0,1.99336136836e-05
65,"(9, 7, 5, 6)",0.00493872324858,1.99336136836e-05
66,"(3, 7, 8, 6)",0.0,1.99336136836e-05
67,"(5, 2, 9, 1)",0.0,1.99336136836e-05
68,"(1, 2, 8, 6)",0.038961038961,4.84871684196e-06
69,"(1, 9, 8, 3)",0.00062603534137,8.19493006993e-05
70,"(1, 8, 6, 7)",0.0,0.000146783882579
71,"(3, 6, 7, 2)",0.0,2.59396374261e-07
72,"(1, 9, 8, 5)",0.0,0.00153182154384
73,"(5, 2, 6, 1)",0.038961038961,4.84871684196e-06
74,"(8, 2, 3, 7)",0.00493872324858,1.99336136836e-05
75,"(1, 2, 5, 7)",0.038961038961,0.000146783882579
76,"(3, 2, 9, 5)",0.0,2.70703395703e-06
77,"(5, 1, 8, 3)",0.0155858409014,0.00153182154384
78,"(8, 7, 5, 6)",0.122954967111,0.000372605240394
79,"(2, 1, 5, 3)",0.00493872324858,1.99336136836e-05
80,"(5, 6, 8, 7)",0.122954967111,0.000372605240394
81,"(8, 6, 5, 7)",0.122954967111,0.000372605240394
82,"(3, 1, 6, 2)",0.0,2.59396374261e-07
83,"(1, 6, 3, 7)",0.00156494522692,7.85263569354e-06
84,"(8, 6, 5, 1)",0.122954967111,0.000372605240394
85,"(2, 6, 7, 3)",0.00156494522692,2.59396374261e-07
86,"(1, 7, 8, 3)",0.00493872324858,0.000603444850604
87,"(2, 6, 8, 5)",0.0,1.23082812142e-05
88,"(1, 9, 3, 5)",0.0,8.19493006993e-05
89,"(2, 6, 7, 5)",0.0,4.84871684196e-06
