,element,pos_prob,pri_prob
0,"(9, 7, 4, 1)",4.80067641572e-21,5.77998826209e-22
1,"(3, 4, 6, 1)",4.12691116296e-19,9.6456756574e-20
2,"(9, 8, 4, 3)",8.02907206628e-21,4.38276510317e-21
3,"(6, 4, 7, 2)",2.57348785719e-20,1.54344843922e-20
4,"(4, 8, 7, 3)",4.59342834669e-19,7.51963791816e-19
5,"(9, 2, 1, 3)",3.24517824439e-21,1.74305249975e-21
6,"(5, 7, 6, 4)",4.10638426126e-22,2.22452333302e-22
7,"(7, 3, 1, 6)",4.80030178442e-20,1.3004598093e-20
8,"(3, 9, 6, 2)",1.09849863496e-23,9.09501389573e-23
9,"(7, 8, 5, 2)",1.42399307159e-21,1.73363404591e-21
10,"(4, 3, 1, 7)",1.55701204975e-18,7.43654799642e-19
11,"(8, 2, 6, 3)",2.36759405438e-21,3.92234702887e-20
12,"(7, 3, 5, 9)",8.28883678725e-24,1.01061778636e-23
13,"(5, 7, 2, 9)",2.20100454868e-24,4.01989564452e-24
14,"(4, 7, 8, 9)",4.72091866696e-22,5.84456913653e-22
15,"(8, 2, 6, 9)",2.43383173128e-24,3.04860800974e-23
16,"(5, 8, 6, 1)",5.22522354915e-22,1.87397386658e-22
17,"(7, 3, 1, 4)",1.40116626743e-17,7.43654799642e-19
18,"(5, 7, 2, 3)",2.14110335408e-21,5.17200823696e-21
19,"(7, 9, 5, 1)",2.07600035908e-24,3.35011420892e-24
20,"(3, 9, 2, 1)",1.08224778054e-21,1.74305249975e-21
21,"(4, 3, 5, 2)",8.10636036076e-20,3.83614423101e-20
22,"(9, 8, 6, 2)",7.30500425093e-24,3.04860800974e-23
23,"(8, 3, 5, 7)",5.95845821804e-22,4.35842508552e-21
24,"(3, 2, 6, 1)",7.22278649849e-20,3.87900617772e-20
25,"(8, 1, 4, 6)",4.47574611335e-20,3.23318737119e-20
26,"(8, 4, 5, 3)",1.53662166301e-20,3.23269926924e-20
27,"(9, 2, 6, 7)",6.45720613262e-25,1.21285161901e-23
28,"(3, 2, 6, 7)",1.88444281827e-21,1.56045806121e-20
29,"(9, 8, 2, 1)",7.19693624167e-22,5.84263407737e-22
30,"(6, 8, 7, 3)",4.72103335666e-21,1.3149900865e-20
31,"(6, 1, 2, 4)",5.36218332815e-20,3.8367234465e-20
32,"(6, 1, 7, 9)",5.48345331029e-24,1.0107703785e-23
33,"(8, 3, 1, 2)",2.10032242051e-18,7.517148266e-19
34,"(6, 4, 2, 3)",4.8621133831e-20,1.15741157303e-19
35,"(5, 9, 8, 3)",1.04150815518e-23,2.54027568581e-23
36,"(7, 8, 6, 3)",1.57351531831e-21,1.3149900865e-20
37,"(3, 8, 5, 7)",1.78753746541e-21,4.35842508552e-21
38,"(6, 7, 8, 1)",1.06394622617e-20,4.35908315967e-21
39,"(8, 3, 1, 4)",1.76059214546e-17,1.86924100453e-18
40,"(9, 3, 8, 4)",2.40872161988e-20,4.38276510317e-21
41,"(8, 9, 4, 3)",8.92119871775e-22,4.38276510317e-21
42,"(8, 2, 5, 4)",1.79604384053e-20,1.28585840145e-20
43,"(7, 3, 5, 2)",6.42403373396e-21,5.17200823696e-21
44,"(6, 2, 4, 1)",4.82364270515e-19,3.8367234465e-20
45,"(4, 9, 8, 3)",8.92119871775e-22,4.38276510317e-21
46,"(9, 1, 8, 6)",2.06680410255e-23,2.54065923944e-23
47,"(9, 3, 4, 1)",8.16472643871e-20,4.33433675949e-21
48,"(3, 4, 6, 9)",1.88205401248e-22,2.2615987219e-22
49,"(7, 3, 4, 1)",1.40116626743e-17,7.43654799642e-19
50,"(3, 8, 1, 2)",6.30096726153e-18,7.517148266e-19
51,"(5, 1, 4, 2)",1.82726801194e-19,1.27165002133e-20
52,"(5, 7, 1, 9)",1.86818984659e-23,3.35011420892e-24
53,"(3, 9, 5, 2)",1.24778249802e-23,3.01446658216e-23
54,"(9, 4, 1, 7)",1.09046926693e-21,5.77998826209e-22
55,"(4, 3, 2, 1)",7.03094531503e-18,2.21817048191e-18
56,"(5, 4, 2, 3)",5.52286491755e-20,3.83614423101e-20
57,"(9, 2, 1, 6)",7.42485109724e-23,3.01492173339e-23
58,"(9, 1, 7, 2)",1.90942288567e-22,2.32442090862e-22
59,"(5, 3, 8, 7)",5.36261239623e-21,4.35842508552e-21
60,"(5, 3, 6, 7)",6.15011162356e-23,2.24903876226e-22
61,"(4, 3, 2, 7)",1.83439098018e-19,8.92332172483e-19
62,"(6, 8, 5, 3)",2.31808074347e-22,5.65315449753e-22
63,"(5, 8, 7, 3)",5.36261239623e-21,4.35842508552e-21
64,"(8, 1, 5, 6)",5.8058043357e-23,1.87397386658e-22
65,"(4, 1, 5, 7)",1.49870701762e-21,4.26328205852e-21
66,"(3, 7, 2, 1)",5.57117371783e-19,2.99060601285e-19
67,"(5, 2, 7, 6)",1.46924012085e-22,8.94591530728e-23
68,"(7, 9, 4, 3)",7.09993097526e-22,1.7436297924e-21
69,"(3, 1, 8, 2)",2.10032242051e-18,7.517148266e-19
70,"(6, 4, 1, 2)",3.2879309061e-19,3.8367234465e-20
71,"(9, 4, 5, 2)",5.6773721446e-23,2.98160768109e-23
72,"(4, 3, 6, 2)",7.13652083187e-20,1.15741157303e-19
73,"(8, 2, 6, 1)",5.33683267002e-21,1.30022553443e-20
74,"(4, 9, 1, 7)",1.77841360643e-22,5.77998826209e-22
75,"(8, 3, 6, 1)",2.01055678712e-20,3.26881881414e-20
76,"(9, 1, 4, 7)",5.33523631426e-22,5.77998826209e-22
77,"(4, 7, 5, 2)",4.76635846815e-21,5.115631262e-21
78,"(3, 1, 4, 7)",1.55701204975e-18,7.43654799642e-19
79,"(9, 7, 6, 2)",1.93767620123e-24,1.21285161901e-23
80,"(5, 3, 7, 1)",5.45321586986e-20,4.31026569231e-21
81,"(6, 2, 8, 4)",1.42304981774e-19,3.8795918649e-20
82,"(8, 4, 1, 7)",2.35142186408e-19,2.49269765243e-19
83,"(9, 3, 5, 6)",1.07500735943e-24,1.31083553626e-24
84,"(8, 3, 2, 4)",2.07423850825e-18,2.24295450964e-18
85,"(7, 4, 6, 3)",1.07661021628e-20,3.88029089046e-20
86,"(4, 9, 5, 2)",9.25905587341e-24,2.98160768109e-23
87,"(5, 3, 8, 4)",6.08964815112e-19,3.23269926924e-20
88,"(7, 4, 5, 3)",1.22291948511e-20,1.28609008765e-20
89,"(9, 3, 7, 6)",2.18937395379e-23,3.04915730848e-23
90,"(8, 7, 2, 3)",1.8262034705e-20,3.02402060517e-19
91,"(4, 8, 1, 2)",4.67557511213e-18,7.43520831924e-19
92,"(5, 7, 8, 1)",1.20853440133e-20,1.44478179631e-21
93,"(9, 1, 4, 2)",7.22764247861e-21,1.72405252476e-21
94,"(9, 3, 1, 4)",8.16472643871e-20,4.33433675949e-21
95,"(7, 9, 1, 2)",1.90922749705e-22,2.32442090862e-22
96,"(5, 4, 7, 2)",2.92321973643e-20,5.115631262e-21
97,"(5, 8, 4, 2)",1.61721767363e-19,1.28585840145e-20
98,"(4, 8, 5, 1)",5.08399110461e-20,1.07161301743e-20
99,"(5, 7, 4, 6)",1.2319153616e-21,2.22452333302e-22
100,"(6, 8, 7, 4)",3.15287965081e-20,1.3006561644e-20
101,"(7, 4, 1, 6)",7.28041484047e-20,1.28628427308e-20
102,"(8, 7, 4, 2)",3.6588174614e-19,2.9910575614e-19
103,"(5, 1, 6, 3)",2.61916164692e-22,5.59068870197e-22
104,"(8, 9, 1, 2)",2.3989807729e-22,5.84263407737e-22
105,"(8, 4, 7, 6)",7.16019176622e-21,1.3006561644e-20
106,"(7, 9, 1, 4)",1.60040711006e-21,5.77998826209e-22
107,"(3, 7, 1, 6)",4.7997610272e-20,1.3004598093e-20
108,"(6, 1, 8, 3)",2.01055692293e-20,3.26881881414e-20
109,"(5, 1, 6, 9)",2.69243737701e-25,4.34531116991e-25
110,"(6, 3, 4, 9)",8.28733418361e-22,2.2615987219e-22
111,"(9, 1, 8, 4)",6.03282110152e-21,1.45285031044e-21
112,"(8, 1, 2, 4)",5.19508345792e-19,7.43520831924e-19
113,"(5, 3, 2, 6)",8.33155429361e-22,6.70842358244e-22
114,"(9, 4, 2, 7)",1.28473442947e-22,6.93556941383e-22
115,"(5, 9, 2, 1)",9.37549012146e-24,9.9927069022e-24
116,"(9, 7, 1, 3)",7.18839791024e-22,5.84368680423e-22
117,"(5, 4, 8, 6)",3.16416158476e-21,5.59153283435e-22
118,"(5, 3, 7, 4)",1.61564770827e-19,1.28609008765e-20
119,"(7, 2, 4, 3)",1.64998718028e-18,8.92332172483e-19
120,"(9, 1, 2, 3)",3.60748955565e-22,1.74305249975e-21
121,"(4, 3, 8, 2)",6.22271552476e-18,2.24295450964e-18
122,"(9, 4, 6, 2)",4.99813514045e-23,8.99587457747e-23
123,"(4, 3, 7, 6)",4.74117597902e-20,3.88029089046e-20
124,"(3, 8, 7, 2)",4.93181371483e-19,3.02402060517e-19
125,"(9, 7, 5, 6)",6.32080268197e-26,1.74804461063e-25
126,"(3, 7, 8, 6)",1.41600435033e-20,1.3149900865e-20
127,"(4, 7, 8, 6)",1.05073307387e-20,1.3006561644e-20
128,"(5, 9, 6, 4)",7.97699996062e-25,1.29654690043e-24
129,"(4, 7, 6, 2)",4.1961145306e-21,1.54344843922e-20
130,"(8, 4, 1, 2)",3.18547024891e-18,7.43520831924e-19
131,"(6, 8, 5, 2)",1.8468264771e-22,2.24863360305e-22
132,"(3, 4, 1, 2)",4.31116599072e-17,2.21817048191e-18
133,"(8, 3, 7, 9)",2.12114903918e-22,5.90897939422e-22
134,"(6, 7, 2, 1)",4.24888169222e-21,5.1727891532e-21
135,"(8, 1, 2, 3)",7.77897192782e-20,7.517148266e-19
136,"(8, 7, 1, 9)",1.59342834847e-22,1.95877769974e-22
137,"(7, 8, 4, 1)",3.10591621961e-18,2.49269765243e-19
138,"(8, 7, 1, 3)",1.5500625764e-19,2.52016850518e-19
139,"(8, 4, 2, 7)",2.77032349156e-20,2.9910575614e-19
140,"(4, 7, 8, 3)",4.59243702983e-19,7.51963791816e-19
141,"(8, 2, 7, 6)",1.25315361474e-21,5.23058568005e-21
142,"(9, 1, 5, 7)",6.92070938361e-25,3.35011420892e-24
143,"(5, 7, 2, 4)",1.42990754044e-20,5.115631262e-21
144,"(8, 4, 2, 1)",1.0618234163e-18,7.43520831924e-19
145,"(9, 8, 5, 3)",1.04150727574e-23,2.54027568581e-23
146,"(8, 7, 5, 6)",1.36297959747e-23,7.5386774154e-23
147,"(3, 2, 5, 4)",2.43073785599e-19,3.83614423101e-20
148,"(8, 4, 6, 2)",1.07776758184e-20,3.8795918649e-20
149,"(8, 7, 6, 2)",4.17828757148e-22,5.23058568005e-21
150,"(8, 3, 4, 2)",6.22271552476e-18,2.24295450964e-18
151,"(7, 1, 2, 6)",1.41645346184e-21,5.1727891532e-21
152,"(3, 1, 6, 2)",2.4087546101e-20,3.87900617772e-20
153,"(3, 2, 1, 9)",9.73554295362e-21,1.74305249975e-21
154,"(4, 1, 8, 3)",1.95621349496e-18,1.86924100453e-18
155,"(6, 3, 5, 1)",2.35724564146e-21,5.59068870197e-22
156,"(9, 8, 1, 6)",6.20041230764e-23,2.54065923944e-23
157,"(9, 4, 6, 1)",1.41412176649e-22,7.49701233779e-23
158,"(9, 2, 5, 1)",2.81129119596e-23,9.9927069022e-24
