,element,pos_prob,pri_prob
0,"(9, 7, 4, 1)",1.7467084688e-14,1.42317947415e-15
1,"(3, 4, 6, 1)",0.0,6.22154961379e-17
2,"(9, 5, 7, 4)",1.17768407427e-16,6.87546623986e-18
3,"(7, 4, 3, 2)",0.0,2.71980310985e-18
4,"(2, 9, 6, 3)",0.0,1.32855108882e-20
5,"(9, 2, 1, 3)",5.96066430875e-16,6.87546623986e-18
6,"(9, 5, 7, 2)",0.0,7.59811284165e-19
7,"(1, 7, 3, 5)",1.11838328986e-11,3.18475292027e-14
8,"(3, 9, 6, 2)",0.0,1.32855108882e-20
9,"(4, 7, 3, 2)",0.0,2.71980310985e-18
10,"(9, 1, 4, 2)",0.0,7.68161360132e-19
11,"(7, 9, 1, 2)",0.0,1.57276290237e-16
12,"(7, 9, 5, 1)",0.0,3.55837606661e-15
13,"(9, 7, 3, 1)",2.35794704777e-13,1.27382382604e-14
14,"(2, 1, 6, 4)",0.0,7.68161360132e-19
15,"(4, 5, 7, 3)",0.0,6.15355453604e-17
16,"(1, 9, 3, 4)",0.0,6.22154961379e-17
17,"(3, 2, 6, 1)",0.0,6.87546623986e-18
18,"(2, 7, 4, 5)",3.09014430024e-18,7.5976615401e-19
19,"(1, 9, 3, 2)",0.0,6.87546623986e-18
20,"(2, 9, 3, 4)",0.0,1.32847217749e-20
21,"(4, 2, 6, 1)",0.0,7.68161360132e-19
22,"(1, 5, 6, 4)",0.0,1.7379650773e-17
23,"(7, 5, 6, 4)",0.0,6.87546623986e-18
24,"(2, 9, 7, 5)",0.0,7.59811284165e-19
25,"(1, 2, 7, 5)",1.2825112752e-13,3.93214598739e-16
26,"(3, 5, 7, 6)",1.5920288576e-15,6.15392005755e-17
27,"(1, 7, 3, 6)",1.74553121115e-12,1.27382382604e-14
28,"(1, 4, 5, 6)",7.66303702476e-15,1.7379650773e-17
29,"(3, 9, 5, 2)",0.0,3.32157938433e-20
30,"(2, 1, 3, 5)",3.81319705086e-15,1.71897092345e-17
31,"(1, 7, 6, 2)",0.0,1.57276290237e-16
32,"(9, 1, 7, 2)",0.0,1.57276290237e-16
33,"(3, 9, 6, 5)",0.0,3.00584683845e-19
34,"(1, 9, 6, 5)",0.0,1.73806831253e-17
35,"(1, 7, 6, 4)",0.0,1.42317947415e-15
36,"(7, 4, 3, 5)",5.29933581657e-16,6.15355453604e-17
37,"(1, 9, 6, 3)",0.0,6.2219191742e-17
38,"(3, 2, 7, 5)",5.86210391871e-17,6.80032453232e-18
39,"(9, 4, 5, 2)",0.0,3.71103405738e-21
40,"(2, 7, 5, 1)",3.70370387976e-14,3.93214598739e-16
41,"(2, 1, 7, 6)",2.00141977296e-14,1.57276290237e-16
42,"(4, 7, 5, 2)",0.0,7.5976615401e-19
43,"(1, 2, 7, 6)",2.00169609097e-14,1.57276290237e-16
44,"(3, 7, 6, 4)",0.0,2.46127237469e-17
45,"(3, 9, 6, 1)",0.0,6.2219191742e-17
46,"(2, 7, 1, 4)",1.4281633166e-14,1.57266948571e-16
47,"(4, 9, 5, 2)",0.0,3.71103405738e-21
48,"(7, 4, 5, 3)",1.59202985448e-15,6.15355453604e-17
49,"(1, 2, 6, 5)",0.0,1.92063407942e-18
50,"(9, 1, 4, 3)",5.40260459985e-15,6.22154961379e-17
51,"(3, 1, 7, 5)",1.57141844084e-11,3.18475292027e-14
52,"(1, 9, 5, 2)",0.0,1.92063407942e-18
53,"(7, 4, 1, 6)",1.81206837489e-13,1.42317947415e-15
54,"(1, 2, 4, 3)",5.96797528727e-16,6.87505786102e-18
55,"(1, 7, 5, 4)",2.48541149252e-12,3.55816471141e-15
56,"(3, 5, 6, 2)",0.0,3.32157938433e-20
57,"(1, 9, 5, 4)",0.0,1.7379650773e-17
58,"(3, 7, 1, 6)",1.74797867523e-12,1.27382382604e-14
59,"(1, 7, 5, 2)",0.0,3.93214598739e-16
60,"(3, 7, 5, 1)",4.5386517944e-12,3.18475292027e-14
61,"(9, 7, 1, 3)",1.74797867523e-12,1.27382382604e-14
62,"(3, 2, 1, 4)",5.96797528727e-16,6.87505786102e-18
63,"(7, 4, 6, 2)",0.0,3.03888010602e-19
