,element,pos_prob,pri_prob
0,"(6, 3, 8, 7)",1.99398884396e-53,2.446253713e-52
1,"(6, 5, 8, 3)",7.84174600669e-52,1.4648760746e-50
2,"(3, 5, 1, 7)",2.11196588716e-53,3.94525440621e-52
3,"(6, 3, 1, 8)",3.87084571485e-52,7.2309269833e-51
4,"(1, 5, 3, 7)",1.90076929844e-52,3.94525440621e-52
5,"(6, 5, 3, 7)",1.02084570374e-50,1.39154216168e-50
6,"(6, 5, 1, 7)",1.10531900055e-54,4.52006994e-54
7,"(6, 5, 3, 8)",7.05757140602e-51,1.4648760746e-50
8,"(3, 5, 8, 7)",7.52140435716e-55,1.40503470541e-53
9,"(6, 5, 8, 7)",3.93640408557e-56,1.6097454011e-55
