,element,pos_prob,pri_prob
0,"(3, 8, 6, 9)",7.86673066947e-35,3.93752304661e-35
1,"(6, 3, 2, 4)",0.0,1.15749845866e-29
2,"(3, 4, 6, 1)",0.0,4.899444031e-32
3,"(4, 9, 5, 3)",0.0,8.42403345018e-34
4,"(9, 2, 4, 1)",0.0,4.55005472785e-36
5,"(4, 2, 6, 3)",2.62972640171e-29,1.15749845866e-29
6,"(3, 8, 2, 4)",0.0,2.54948880374e-29
7,"(8, 9, 5, 3)",0.0,1.30505920899e-35
8,"(4, 8, 2, 3)",0.0,2.54948880374e-29
9,"(3, 9, 6, 2)",0.0,4.15803275361e-34
10,"(3, 2, 8, 4)",2.52194425433e-29,2.54948880374e-29
11,"(4, 2, 6, 9)",4.02468579037e-35,4.62160427146e-35
12,"(3, 9, 6, 1)",0.0,1.76000655578e-36
13,"(3, 2, 8, 1)",0.0,1.76544592041e-32
14,"(4, 3, 1, 2)",1.1270850691e-30,1.13957860192e-30
15,"(6, 9, 5, 1)",0.0,4.56040787927e-40
16,"(3, 9, 4, 1)",0.0,2.50228539063e-34
17,"(4, 9, 5, 2)",0.0,1.53179223166e-35
18,"(8, 9, 1, 3)",0.0,3.8765641327e-36
19,"(8, 4, 1, 3)",0.0,1.079144219e-31
20,"(3, 8, 5, 2)",1.18743421536e-31,5.94343696515e-32
21,"(3, 9, 2, 1)",0.0,4.09366001022e-35
22,"(3, 2, 4, 1)",0.0,1.13957860192e-30
23,"(4, 3, 5, 2)",8.71665327329e-30,3.83643220618e-30
24,"(3, 9, 2, 4)",0.0,5.91167378266e-32
25,"(4, 3, 2, 9)",0.0,5.91167378266e-32
26,"(4, 3, 5, 1)",0.0,1.62387990518e-32
27,"(6, 8, 5, 2)",2.45211264583e-34,4.646435963e-35
28,"(3, 2, 6, 1)",0.0,8.01533597132e-33
29,"(6, 9, 1, 4)",0.0,1.9562264893e-37
30,"(8, 3, 5, 2)",0.0,5.94343696515e-32
31,"(9, 8, 2, 4)",0.0,1.01794764886e-34
32,"(6, 8, 5, 4)",1.7048474131e-33,2.84017451368e-34
33,"(4, 9, 6, 2)",0.0,4.62160427146e-35
34,"(4, 3, 8, 1)",0.0,1.079144219e-31
35,"(3, 9, 8, 1)",0.0,3.8765641327e-36
36,"(3, 8, 5, 9)",2.60736216273e-35,1.30505920899e-35
37,"(8, 9, 2, 4)",0.0,1.01794764886e-34
38,"(8, 9, 6, 2)",0.0,7.15983293568e-37
39,"(3, 8, 5, 4)",8.25571432752e-31,3.6329776901e-31
40,"(6, 4, 2, 3)",0.0,1.15749845866e-29
41,"(6, 8, 2, 4)",0.0,1.99312898151e-32
42,"(6, 9, 8, 4)",0.0,4.37651033783e-36
43,"(9, 3, 6, 1)",0.0,1.76000655578e-36
44,"(9, 3, 8, 1)",0.0,3.8765641327e-36
45,"(4, 8, 2, 1)",0.0,1.96227227881e-33
46,"(4, 2, 5, 9)",1.33394848351e-35,1.53179223166e-35
47,"(9, 3, 6, 2)",2.49218958451e-33,4.15803275361e-34
48,"(8, 9, 4, 3)",0.0,5.59816459913e-33
49,"(3, 8, 1, 9)",3.37138448807e-36,3.8765641327e-36
50,"(8, 2, 6, 4)",0.0,1.99312898151e-32
51,"(8, 2, 5, 4)",0.0,6.60605995502e-33
52,"(6, 2, 4, 1)",0.0,8.90895121739e-34
53,"(3, 4, 1, 9)",2.4750572787e-34,2.50228539063e-34
54,"(3, 9, 8, 4)",0.0,5.59816459913e-33
55,"(4, 9, 8, 3)",0.0,5.59816459913e-33
56,"(4, 8, 6, 2)",1.73570188177e-32,1.99312898151e-32
57,"(8, 4, 2, 9)",0.0,1.01794764886e-34
58,"(8, 4, 5, 3)",0.0,3.6329776901e-31
59,"(4, 2, 8, 3)",2.52135166947e-29,2.54948880374e-29
60,"(3, 4, 6, 9)",5.77525615129e-33,2.54163379156e-33
61,"(4, 8, 6, 1)",0.0,8.43648975808e-35
62,"(3, 8, 1, 2)",1.53538213889e-32,1.76544592041e-32
63,"(3, 9, 5, 1)",0.0,5.83339509715e-37
64,"(4, 2, 1, 3)",1.127001695e-30,1.13957860192e-30
65,"(8, 4, 2, 3)",0.0,2.54948880374e-29
66,"(3, 9, 5, 2)",0.0,1.37814531424e-34
67,"(4, 8, 2, 9)",0.0,1.01794764886e-34
68,"(3, 4, 5, 9)",1.91416040559e-33,8.42403345018e-34
69,"(4, 3, 2, 1)",0.0,1.13957860192e-30
70,"(8, 3, 6, 9)",0.0,3.93752304661e-35
71,"(9, 4, 1, 2)",5.17493011703e-36,4.55005472785e-36
72,"(8, 4, 6, 9)",0.0,4.37651033783e-36
73,"(9, 2, 1, 3)",1.06797958734e-34,4.09366001022e-35
74,"(3, 9, 1, 4)",0.0,2.50228539063e-34
75,"(6, 2, 5, 4)",1.80032354329e-32,2.99923035727e-33
76,"(6, 9, 2, 4)",0.0,4.62160427146e-35
77,"(6, 3, 8, 9)",2.36001931171e-34,3.93752304661e-35
78,"(3, 9, 1, 2)",0.0,4.09366001022e-35
79,"(3, 4, 5, 1)",0.0,1.62387990518e-32
80,"(6, 3, 5, 9)",8.15830198138e-35,5.92512514917e-36
81,"(4, 3, 6, 1)",0.0,4.899444031e-32
82,"(8, 3, 4, 1)",0.0,1.079144219e-31
83,"(6, 4, 1, 2)",2.32768555862e-33,8.90895121739e-34
84,"(6, 3, 5, 4)",2.58317051304e-30,1.64941539278e-31
85,"(4, 3, 6, 2)",2.6299209454e-29,1.15749845866e-29
86,"(9, 3, 4, 1)",0.0,2.50228539063e-34
87,"(6, 8, 4, 3)",7.47200581259e-30,1.09611374596e-30
88,"(3, 8, 4, 9)",5.53767873222e-33,5.59816459913e-33
89,"(4, 9, 1, 2)",0.0,4.55005472785e-36
90,"(8, 2, 6, 9)",0.0,7.15983293568e-37
91,"(8, 3, 6, 2)",0.0,1.79320753152e-31
92,"(6, 4, 1, 9)",5.11112040881e-37,1.9562264893e-37
93,"(6, 2, 8, 1)",0.0,1.38018312694e-35
94,"(9, 2, 1, 4)",5.17532542574e-36,4.55005472785e-36
95,"(3, 8, 2, 9)",0.0,9.15842079242e-34
96,"(6, 4, 5, 2)",1.80018602854e-32,2.99923035727e-33
97,"(6, 9, 4, 1)",0.0,1.9562264893e-37
98,"(8, 2, 6, 3)",0.0,1.79320753152e-31
99,"(9, 3, 8, 4)",1.66130369789e-32,5.59816459913e-33
100,"(8, 2, 4, 9)",0.0,1.01794764886e-34
101,"(3, 4, 6, 2)",2.63014354299e-29,1.15749845866e-29
102,"(8, 3, 2, 1)",0.0,1.76544592041e-32
103,"(6, 3, 1, 2)",4.80413167184e-32,8.01533597132e-33
104,"(6, 2, 5, 1)",0.0,2.07687870244e-36
105,"(8, 2, 4, 3)",0.0,2.54948880374e-29
106,"(4, 8, 1, 2)",7.4385645651e-34,1.96227227881e-33
107,"(9, 3, 5, 1)",0.0,5.83339509715e-37
108,"(6, 8, 1, 2)",3.17064297984e-35,1.38018312694e-35
109,"(8, 9, 5, 2)",0.0,2.37306697559e-37
110,"(4, 8, 5, 3)",8.25377447049e-31,3.6329776901e-31
111,"(9, 3, 5, 2)",8.26015418351e-34,1.37814531424e-34
112,"(6, 4, 2, 9)",0.0,4.62160427146e-35
113,"(6, 2, 1, 4)",2.32786336863e-33,8.90895121739e-34
114,"(4, 8, 5, 1)",0.0,2.79620424312e-35
115,"(6, 9, 1, 2)",0.0,3.20032486309e-38
116,"(9, 3, 1, 4)",7.42574749133e-34,2.50228539063e-34
117,"(4, 8, 5, 2)",5.75283888879e-33,6.60605995502e-33
118,"(9, 3, 2, 1)",0.0,4.09366001022e-35
119,"(9, 8, 4, 2)",1.15783584874e-34,1.01794764886e-34
120,"(9, 3, 1, 2)",1.06805859506e-34,4.09366001022e-35
121,"(8, 4, 5, 9)",0.0,1.45055788931e-36
122,"(4, 2, 1, 9)",1.72482875201e-36,4.55005472785e-36
123,"(4, 9, 2, 3)",0.0,5.91167378266e-32
124,"(4, 9, 8, 2)",0.0,1.01794764886e-34
125,"(9, 8, 6, 3)",2.35984730875e-34,3.93752304661e-35
126,"(6, 8, 5, 3)",3.51812125216e-32,2.55528988641e-33
127,"(6, 3, 2, 9)",0.0,4.15803275361e-34
128,"(9, 8, 6, 4)",1.14355910194e-35,4.37651033783e-36
129,"(6, 3, 4, 9)",1.7327111676e-32,2.54163379156e-33
130,"(3, 2, 1, 4)",1.12726657044e-30,1.13957860192e-30
131,"(8, 3, 1, 4)",0.0,1.079144219e-31
132,"(4, 9, 6, 3)",0.0,2.54163379156e-33
133,"(4, 3, 8, 2)",2.52153819575e-29,2.54948880374e-29
134,"(3, 2, 6, 9)",8.30728915924e-34,4.15803275361e-34
135,"(9, 4, 6, 2)",1.20750930687e-34,4.62160427146e-35
136,"(9, 8, 2, 3)",0.0,9.15842079242e-34
137,"(4, 2, 5, 3)",8.71600847447e-30,3.83643220618e-30
138,"(4, 2, 8, 9)",3.8588228152e-35,1.01794764886e-34
139,"(8, 3, 1, 2)",0.0,1.76544592041e-32
140,"(4, 8, 5, 9)",1.26320551091e-36,1.45055788931e-36
141,"(4, 3, 8, 9)",5.53678106828e-33,5.59816459913e-33
142,"(8, 2, 5, 3)",0.0,5.94343696515e-32
143,"(3, 4, 1, 2)",1.12718046604e-30,1.13957860192e-30
144,"(6, 9, 8, 2)",0.0,7.15983293568e-37
145,"(4, 3, 6, 9)",5.77476737261e-33,2.54163379156e-33
146,"(6, 4, 8, 9)",1.14347050522e-35,4.37651033783e-36
147,"(8, 9, 2, 3)",0.0,9.15842079242e-34
148,"(9, 2, 4, 3)",1.75421340051e-31,5.91167378266e-32
149,"(6, 2, 4, 3)",7.89045862795e-29,1.15749845866e-29
150,"(6, 4, 8, 3)",7.47142692318e-30,1.09611374596e-30
151,"(8, 2, 1, 3)",0.0,1.76544592041e-32
152,"(3, 4, 5, 2)",8.71739105438e-30,3.83643220618e-30
153,"(6, 9, 4, 2)",0.0,4.62160427146e-35
154,"(3, 4, 8, 9)",5.5372497037e-33,5.59816459913e-33
155,"(4, 2, 8, 1)",0.0,1.96227227881e-33
156,"(6, 8, 1, 9)",6.9620821349e-39,3.03060453146e-39
157,"(3, 8, 1, 4)",1.06748451057e-31,1.079144219e-31
158,"(6, 8, 2, 3)",0.0,1.79320753152e-31
159,"(8, 4, 2, 1)",0.0,1.96227227881e-33
160,"(3, 9, 5, 4)",0.0,8.42403345018e-34
161,"(4, 8, 6, 9)",3.81124558628e-36,4.37651033783e-36
162,"(9, 8, 5, 4)",3.79023111189e-36,1.45055788931e-36
163,"(3, 2, 5, 9)",2.75338159379e-34,1.37814531424e-34
164,"(9, 8, 5, 3)",7.8215167662e-35,1.30505920899e-35
165,"(9, 2, 6, 1)",0.0,3.20032486309e-38
166,"(3, 2, 5, 4)",8.71805696882e-30,3.83643220618e-30
167,"(8, 4, 6, 2)",0.0,1.99312898151e-32
168,"(8, 3, 6, 1)",0.0,7.59026491217e-34
169,"(9, 4, 2, 1)",0.0,4.55005472785e-36
170,"(4, 9, 2, 1)",0.0,4.55005472785e-36
171,"(8, 4, 6, 1)",0.0,8.43648975808e-35
172,"(3, 4, 2, 9)",0.0,5.91167378266e-32
173,"(8, 3, 4, 2)",0.0,2.54948880374e-29
174,"(6, 4, 1, 3)",3.33960189228e-31,4.899444031e-32
175,"(8, 4, 6, 3)",0.0,1.09611374596e-30
176,"(6, 8, 4, 2)",5.20795010448e-32,1.99312898151e-32
177,"(3, 2, 1, 9)",3.56019126447e-35,4.09366001022e-35
178,"(9, 8, 1, 3)",1.01134167994e-35,3.8765641327e-36
179,"(6, 8, 4, 1)",0.0,8.43648975808e-35
180,"(6, 4, 5, 9)",3.95283955604e-36,6.58570658795e-37
181,"(6, 3, 5, 1)",0.0,1.14217158827e-34
182,"(6, 8, 4, 9)",1.14355910181e-35,4.37651033783e-36
183,"(9, 2, 8, 3)",2.38930618068e-33,9.15842079242e-34
184,"(8, 9, 6, 4)",0.0,4.37651033783e-36
185,"(6, 4, 5, 3)",2.582782131e-30,1.64941539278e-31
186,"(6, 2, 8, 3)",1.07471083978e-30,1.79320753152e-31
187,"(9, 8, 6, 2)",1.64480158961e-36,7.15983293568e-37
188,"(9, 4, 8, 2)",1.15774614607e-34,1.01794764886e-34
189,"(9, 2, 6, 3)",2.49200522925e-33,4.15803275361e-34
190,"(3, 8, 4, 2)",2.52194700618e-29,2.54948880374e-29
191,"(6, 2, 8, 9)",1.64479979469e-36,7.15983293568e-37
192,"(6, 9, 2, 1)",0.0,3.20032486309e-38
193,"(3, 8, 2, 1)",0.0,1.76544592041e-32
194,"(6, 3, 1, 4)",3.34010407998e-31,4.899444031e-32
195,"(4, 8, 1, 3)",1.06723368221e-31,1.079144219e-31
196,"(6, 8, 2, 1)",0.0,1.38018312694e-35
197,"(8, 2, 4, 1)",0.0,1.96227227881e-33
198,"(3, 2, 8, 9)",7.96493406189e-34,9.15842079242e-34
199,"(8, 9, 5, 1)",0.0,1.00446862298e-39
200,"(6, 8, 5, 1)",0.0,1.96673721456e-37
201,"(3, 9, 6, 4)",0.0,2.54163379156e-33
202,"(6, 3, 1, 9)",1.05488885059e-35,1.76000655578e-36
