,element,pos_prob,pri_prob
0,"(9, 7, 4, 1)",4.80067641572e-21,1.36132406723e-24
1,"(3, 4, 6, 1)",1.44466441786e-21,3.71699698444e-23
2,"(6, 4, 7, 2)",1.34920956001e-22,5.94773595754e-24
3,"(4, 8, 7, 3)",5.41381670823e-20,7.16380885423e-22
4,"(9, 2, 1, 3)",7.50559509376e-24,6.71691762755e-25
5,"(5, 7, 6, 4)",2.85350470674e-24,8.57228338825e-26
6,"(7, 3, 1, 6)",5.60130671802e-23,5.011370236e-24
7,"(3, 9, 6, 2)",2.26273438386e-27,1.41767086927e-26
8,"(7, 8, 5, 2)",2.17837516467e-24,6.68062326543e-25
9,"(4, 3, 1, 7)",6.11742922956e-20,7.08465074535e-22
10,"(8, 2, 6, 3)",1.46365913309e-24,6.11389623561e-24
11,"(7, 3, 5, 9)",8.46648553006e-27,3.89445322208e-27
12,"(5, 7, 2, 9)",1.01008720371e-26,1.5490817356e-27
13,"(4, 7, 8, 9)",4.72091866696e-22,1.37653439201e-24
14,"(8, 2, 6, 9)",1.27660533018e-26,1.17479243357e-26
15,"(5, 8, 6, 1)",3.63098021097e-24,7.22142798329e-26
16,"(7, 3, 1, 4)",5.50511826882e-19,7.08465074535e-22
17,"(5, 7, 2, 3)",1.15808960371e-24,8.06178582817e-25
18,"(7, 9, 5, 1)",5.39709454923e-26,3.1915868947e-27
19,"(3, 9, 2, 1)",2.5020010206e-24,6.71691762755e-25
20,"(4, 3, 5, 2)",4.87222893959e-24,5.97952899134e-24
21,"(9, 8, 6, 2)",1.14894384307e-25,1.17479243357e-26
22,"(8, 3, 5, 7)",6.08616161463e-25,1.6795353146e-24
23,"(3, 2, 6, 1)",4.9616555078e-24,6.04633937113e-24
24,"(8, 1, 4, 6)",1.32925797972e-21,3.0801930318e-23
25,"(8, 4, 5, 3)",4.70832198993e-23,1.245732685e-23
26,"(9, 2, 6, 7)",3.38696536044e-27,4.67376881678e-27
27,"(3, 2, 6, 7)",1.2945081639e-25,2.43233925914e-24
28,"(9, 8, 2, 1)",1.27043575617e-22,5.56616079006e-25
29,"(6, 8, 7, 3)",4.95756889779e-23,5.06736319953e-24
