,element,pos_prob,pri_prob
0,"(5, 2, 8, 3)",1.0079007518e-06,3.3522022659e-08
1,"(2, 6, 3, 7)",0.0,1.02411348344e-12
2,"(9, 2, 3, 7)",1.30745849724e-10,7.51124681134e-11
3,"(9, 1, 8, 2)",2.35970047406e-08,8.53222940949e-09
4,"(2, 6, 3, 1)",0.0,4.2306029843e-12
5,"(5, 7, 8, 2)",8.84860981359e-07,1.71887865607e-08
6,"(2, 6, 5, 1)",0.0,3.52078214886e-11
7,"(5, 7, 6, 3)",1.53797010272e-08,6.25099159321e-10
8,"(1, 6, 5, 3)",0.0,2.58227863579e-09
9,"(5, 9, 8, 1)",0.0,5.20790861291e-06
10,"(8, 2, 6, 3)",1.99512988513e-10,5.49198553308e-11
11,"(8, 9, 3, 7)",3.23058876015e-07,1.51485925726e-07
12,"(8, 1, 6, 3)",2.35970047406e-08,8.53222940949e-09
13,"(1, 9, 5, 6)",4.82447109911e-08,2.58227863579e-09
14,"(2, 6, 5, 3)",0.0,1.6621490386e-11
15,"(9, 6, 7, 3)",0.0,7.51124681134e-11
16,"(2, 7, 6, 3)",0.0,1.02411348344e-12
17,"(5, 1, 6, 7)",4.23552241991e-08,1.32409182949e-09
18,"(8, 7, 6, 1)",0.0,4.37499466241e-09
19,"(1, 9, 7, 2)",0.0,1.59104045876e-10
20,"(9, 7, 3, 1)",0.0,1.16693098625e-08
21,"(8, 7, 6, 2)",1.75157383794e-10,2.81607610861e-11
22,"(9, 2, 8, 3)",8.56836163451e-09,4.02803590523e-09
23,"(9, 7, 3, 6)",1.30745849724e-10,7.51124681134e-11
24,"(5, 6, 8, 1)",0.0,7.10067125334e-08
25,"(9, 6, 5, 2)",0.0,1.6621490386e-11
26,"(2, 9, 5, 6)",0.0,1.6621490386e-11
27,"(1, 2, 8, 6)",5.49452641774e-10,1.16331834135e-10
28,"(9, 2, 6, 7)",3.04439708859e-12,1.02411348344e-12
29,"(1, 9, 3, 2)",4.10137734282e-10,3.10288885849e-10
30,"(8, 2, 5, 6)",2.34688146572e-08,4.57052687251e-10
31,"(2, 1, 8, 6)",0.0,1.16331834135e-10
32,"(9, 7, 5, 1)",0.0,9.71140473491e-08
33,"(2, 9, 3, 7)",0.0,7.51124681134e-11
34,"(5, 9, 6, 2)",4.07909672247e-10,1.6621490386e-11
35,"(8, 9, 6, 2)",1.99512988513e-10,5.49198553308e-11
36,"(9, 7, 5, 2)",1.53797010272e-08,6.25099159321e-10
37,"(9, 2, 8, 6)",1.99512988513e-10,5.49198553308e-11
38,"(8, 9, 6, 7)",7.52237645523e-09,2.06541980292e-09
39,"(2, 9, 5, 3)",0.0,1.21908478582e-09
40,"(8, 2, 5, 7)",8.84860981359e-07,1.71887865607e-08
41,"(5, 1, 3, 2)",4.82447109911e-08,2.58227863579e-09
42,"(1, 9, 8, 2)",2.35970047406e-08,8.53222940949e-09
43,"(5, 1, 3, 7)",1.8190037689e-06,9.71140473491e-08
44,"(5, 6, 3, 7)",0.0,6.25099159321e-10
45,"(8, 2, 7, 3)",0.0,2.06541980292e-09
46,"(2, 9, 8, 3)",0.0,4.02803590523e-09
47,"(1, 9, 8, 7)",8.89694220903e-07,3.20879133407e-07
48,"(5, 7, 3, 6)",1.53797010272e-08,6.25099159321e-10
49,"(5, 1, 7, 2)",0.0,1.32409182949e-09
50,"(9, 1, 8, 7)",8.89694220903e-07,3.20879133407e-07
51,"(9, 1, 5, 6)",4.82447109911e-08,2.58227863579e-09
52,"(8, 2, 3, 6)",1.99512988513e-10,5.49198553308e-11
53,"(1, 6, 8, 3)",0.0,8.53222940949e-09
54,"(5, 1, 8, 6)",2.77572771001e-06,7.10067125334e-08
55,"(8, 1, 7, 2)",0.0,4.37499466241e-09
56,"(9, 1, 7, 2)",0.0,1.59104045876e-10
57,"(1, 2, 6, 3)",9.54999433483e-12,4.2306029843e-12
58,"(1, 2, 5, 3)",4.82447109911e-08,2.58227863579e-09
59,"(5, 9, 7, 2)",0.0,6.25099159321e-10
60,"(8, 1, 5, 6)",2.77572771001e-06,7.10067125334e-08
61,"(5, 2, 7, 3)",0.0,6.25099159321e-10
62,"(1, 9, 6, 3)",4.10137734282e-10,3.10288885849e-10
63,"(1, 2, 3, 7)",3.60070053922e-10,1.59104045876e-10
64,"(5, 2, 7, 6)",0.0,8.52285237892e-12
65,"(2, 7, 5, 6)",0.0,8.52285237892e-12
66,"(8, 1, 3, 2)",2.35970047406e-08,8.53222940949e-09
67,"(5, 9, 3, 6)",1.7518245865e-08,1.21908478582e-09
